id,text1,text2
ID-21081-REFERENCE-SYSTEM-BERT,"kemampuan profesionalisme prajurit tni masih belum ditunjang dengan peralatan yang memadai .
pencabutan embargo senjata dari as akan diprioritaskan untuk pemeliharaan peralatan tempur .
","sekitar 330 ribu prajurit tni yang tersebar di wilayah indonesia masih belum memiliki peralatan yang memadai .
pencabutan embargo senjata tak mematikan akan diprioritaskan untuk pemeliharaan peralatan perang .
"
ID-20826-SYSTEM-REFERENCE-PG,"ratusan pedagang kaki lima di ruas jalan tanah abang , jakpus , menolak dipindah ke lokasi lain dan memilih main kucing-kucingan dengan petugas ketentraman dan ketertiban .
mereka menolak dipindah karena tarif penyewaan sangat mahal .","para pedagang kaki lima menyadari penempatan dagangan di badan jalan dapat memacetkan dan melanggar peraturan .
mereka bersedia pindah , asal tarif sewa tempat yang dipatok terjangkau .
"
ID-20826-REFERENCE-SYSTEM-PG,"para pedagang kaki lima menyadari penempatan dagangan di badan jalan dapat memacetkan dan melanggar peraturan .
mereka bersedia pindah , asal tarif sewa tempat yang dipatok terjangkau .
","ratusan pedagang kaki lima di ruas jalan tanah abang , jakpus , menolak dipindah ke lokasi lain dan memilih main kucing-kucingan dengan petugas ketentraman dan ketertiban .
mereka menolak dipindah karena tarif penyewaan sangat mahal ."
ID-20826-SYSTEM-REFERENCE-BERT,"pedagang kaki lima enggan dipindah ke lokasi lain dan memilih main kucing - kucingan dengan petugas tramtib pemda jakarta .
mereka menolak dipindah karena tarif penyewaan lokasi baru sangat mahal .
","para pedagang kaki lima menyadari penempatan dagangan di badan jalan dapat memacetkan dan melanggar peraturan .
mereka bersedia pindah , asal tarif sewa tempat yang dipatok terjangkau .
"
ID-20826-REFERENCE-SYSTEM-BERT,"para pedagang kaki lima menyadari penempatan dagangan di badan jalan dapat memacetkan dan melanggar peraturan .
mereka bersedia pindah , asal tarif sewa tempat yang dipatok terjangkau .
","pedagang kaki lima enggan dipindah ke lokasi lain dan memilih main kucing - kucingan dengan petugas tramtib pemda jakarta .
mereka menolak dipindah karena tarif penyewaan lokasi baru sangat mahal .
"
ID-14855-SYSTEM-REFERENCE-PG,"peran pramugari atau kru kabin dalam suatu penerbangan tak dapat dipandang sebelah mata .
peran yang dimainkan pramugari secara langsung maupun tak langsung akan menggambarkan ciri atau kualitas penerbangan yang harus dilalui calon pramugari .","dalam suatu penerbangan , peran pramugari tak dapat dipandang sebelah mata .
sebelum menjadi pramugari , biasanya calon pramugari harus menjalani serangkaian seleksi yang ketat .
"
ID-14855-REFERENCE-SYSTEM-PG,"dalam suatu penerbangan , peran pramugari tak dapat dipandang sebelah mata .
sebelum menjadi pramugari , biasanya calon pramugari harus menjalani serangkaian seleksi yang ketat .
","peran pramugari atau kru kabin dalam suatu penerbangan tak dapat dipandang sebelah mata .
peran yang dimainkan pramugari secara langsung maupun tak langsung akan menggambarkan ciri atau kualitas penerbangan yang harus dilalui calon pramugari ."
ID-14855-SYSTEM-REFERENCE-BERT,"calon pramugari yang dinyatakan lolos seleksi langsung dikontrak kerja sebuah perusahaan penerbangan bersangkutan .
kontrak pramugari bervariasi , antara dua dan tiga tahun .
","dalam suatu penerbangan , peran pramugari tak dapat dipandang sebelah mata .
sebelum menjadi pramugari , biasanya calon pramugari harus menjalani serangkaian seleksi yang ketat .
"
ID-14855-REFERENCE-SYSTEM-BERT,"dalam suatu penerbangan , peran pramugari tak dapat dipandang sebelah mata .
sebelum menjadi pramugari , biasanya calon pramugari harus menjalani serangkaian seleksi yang ketat .
","calon pramugari yang dinyatakan lolos seleksi langsung dikontrak kerja sebuah perusahaan penerbangan bersangkutan .
kontrak pramugari bervariasi , antara dua dan tiga tahun .
"
ID-19719-SYSTEM-REFERENCE-PG,"ratusan penarik becak di medan , sumut , berunjuk rasa di kantor wali kota medan .
mereka menuntut wali kota medan bachtiar djafar mencabut kebijakan mengenai pembatasan operasi becak di medan , sumatra utara .","menuntut keadilan , ratusan tukang becak berunjuk rasa di kantor wali kota medan , sumatra utara .
mereka menuntut peraturan tentang penertiban becak ditinjau ulang .
"
ID-19719-REFERENCE-SYSTEM-PG,"menuntut keadilan , ratusan tukang becak berunjuk rasa di kantor wali kota medan , sumatra utara .
mereka menuntut peraturan tentang penertiban becak ditinjau ulang .
","ratusan penarik becak di medan , sumut , berunjuk rasa di kantor wali kota medan .
mereka menuntut wali kota medan bachtiar djafar mencabut kebijakan mengenai pembatasan operasi becak di medan , sumatra utara ."
ID-19719-SYSTEM-REFERENCE-BERT,"ratusan penarik becak di medan , sumut , berunjuk rasa di kantor wali kota setempat .
mereka menuntut wali kota medan bachtiar djafar mencabut kebijakan mengenai pembatasan operasi becak .
","menuntut keadilan , ratusan tukang becak berunjuk rasa di kantor wali kota medan , sumatra utara .
mereka menuntut peraturan tentang penertiban becak ditinjau ulang .
"
ID-19719-REFERENCE-SYSTEM-BERT,"menuntut keadilan , ratusan tukang becak berunjuk rasa di kantor wali kota medan , sumatra utara .
mereka menuntut peraturan tentang penertiban becak ditinjau ulang .
","ratusan penarik becak di medan , sumut , berunjuk rasa di kantor wali kota setempat .
mereka menuntut wali kota medan bachtiar djafar mencabut kebijakan mengenai pembatasan operasi becak .
"
ID-19741-SYSTEM-REFERENCE-PG,"menteri negara kebudayaan dan pariwisata i gde ardhika optimistis jumlah wisatawan yang berkunjung tahun ini bisa memenuhi bahkan melampaui target sebanyak 5 , 4 juta orang .
angka ini mengalami kenaikan 6 , 41 persen .","pemerintah menyatakan keyakinan target jumlah wisatawan 2001 mencapai 5 , 4 juta orang .
perubahan nama lembaga tidak mengurangi komitmen pemerintah terhadap budaya .
"
ID-19741-REFERENCE-SYSTEM-PG,"pemerintah menyatakan keyakinan target jumlah wisatawan 2001 mencapai 5 , 4 juta orang .
perubahan nama lembaga tidak mengurangi komitmen pemerintah terhadap budaya .
","menteri negara kebudayaan dan pariwisata i gde ardhika optimistis jumlah wisatawan yang berkunjung tahun ini bisa memenuhi bahkan melampaui target sebanyak 5 , 4 juta orang .
angka ini mengalami kenaikan 6 , 41 persen ."
ID-19741-SYSTEM-REFERENCE-BERT,"menteri negara kebudayaan dan pariwisata optimistis jumlah wisatawan yang berkunjung tahun ini bisa memenuhi target sebanyak 5 , 4 juta orang .
perubahan nama menjadi kantor menegbudpar tidak mengurangi komitmen pemerintah terhadap budaya .
","pemerintah menyatakan keyakinan target jumlah wisatawan 2001 mencapai 5 , 4 juta orang .
perubahan nama lembaga tidak mengurangi komitmen pemerintah terhadap budaya .
"
ID-19741-REFERENCE-SYSTEM-BERT,"pemerintah menyatakan keyakinan target jumlah wisatawan 2001 mencapai 5 , 4 juta orang .
perubahan nama lembaga tidak mengurangi komitmen pemerintah terhadap budaya .
","menteri negara kebudayaan dan pariwisata optimistis jumlah wisatawan yang berkunjung tahun ini bisa memenuhi target sebanyak 5 , 4 juta orang .
perubahan nama menjadi kantor menegbudpar tidak mengurangi komitmen pemerintah terhadap budaya .
"
ID-20256-SYSTEM-REFERENCE-PG,"korban yang hilang di gunung pangrango , sukabumi , jabar , ditemukan tewas oleh tim sar .
korban meninggal adalah teguh yang dikenali lewat cincin batu yang dipakainya .
sedangkan korban lainnya , rudy ditemukan dalam kondisi lemah .","korban hilang di gunung pangrango sukabumi kembali ditemukan tewas oleh tim sar .
korban meninggal diduga kuat adalah teguh .
"
ID-20256-REFERENCE-SYSTEM-PG,"korban hilang di gunung pangrango sukabumi kembali ditemukan tewas oleh tim sar .
korban meninggal diduga kuat adalah teguh .
","korban yang hilang di gunung pangrango , sukabumi , jabar , ditemukan tewas oleh tim sar .
korban meninggal adalah teguh yang dikenali lewat cincin batu yang dipakainya .
sedangkan korban lainnya , rudy ditemukan dalam kondisi lemah ."
ID-20256-SYSTEM-REFERENCE-BERT,"seorang korban yang hilang di gunung pangrango , sukabumi , jabar , ditemukan tewas .
tim sar masih mencari seorang korban lainnya , arismunandar , yang diduga warga jalan minsun i jakarta utara .
","korban hilang di gunung pangrango sukabumi kembali ditemukan tewas oleh tim sar .
korban meninggal diduga kuat adalah teguh .
"
ID-20256-REFERENCE-SYSTEM-BERT,"korban hilang di gunung pangrango sukabumi kembali ditemukan tewas oleh tim sar .
korban meninggal diduga kuat adalah teguh .
","seorang korban yang hilang di gunung pangrango , sukabumi , jabar , ditemukan tewas .
tim sar masih mencari seorang korban lainnya , arismunandar , yang diduga warga jalan minsun i jakarta utara .
"
ID-13322-SYSTEM-REFERENCE-PG,"presiden megawati sukarnoputri tak ikut hadir dalam rapat mendadak di kantor menko polkam .
ketua mpr amien rais menilai , dekrit itu justru akan mempercepat penyelesaian krisis politik yang dihadapi bangsa indonesia .
ketua mpr amien rais .","ada dua kerangka hukum untuk dekrit presiden wahid , yakni uu pkb tahun 1999 dan keputusan presiden nomor 1 tahun 1950 seperti yang digunakan sukarno .
namun , kedua cara itu akhirnya akan mengundang militer .
"
ID-13322-REFERENCE-SYSTEM-PG,"ada dua kerangka hukum untuk dekrit presiden wahid , yakni uu pkb tahun 1999 dan keputusan presiden nomor 1 tahun 1950 seperti yang digunakan sukarno .
namun , kedua cara itu akhirnya akan mengundang militer .
","presiden megawati sukarnoputri tak ikut hadir dalam rapat mendadak di kantor menko polkam .
ketua mpr amien rais menilai , dekrit itu justru akan mempercepat penyelesaian krisis politik yang dihadapi bangsa indonesia .
ketua mpr amien rais ."
ID-13322-SYSTEM-REFERENCE-BERT,"sejumlah menteri tiba - tiba menggelar rapat mendadak di kantor menkopolsoskam susilo bambang yudhoyono , ahad ( 20 / 5 ) .
anehnya , presiden abdurrahman wahid dan wapres megawati tak hadir dalam rapat itu .
","ada dua kerangka hukum untuk dekrit presiden wahid , yakni uu pkb tahun 1999 dan keputusan presiden nomor 1 tahun 1950 seperti yang digunakan sukarno .
namun , kedua cara itu akhirnya akan mengundang militer .
"
ID-13322-REFERENCE-SYSTEM-BERT,"ada dua kerangka hukum untuk dekrit presiden wahid , yakni uu pkb tahun 1999 dan keputusan presiden nomor 1 tahun 1950 seperti yang digunakan sukarno .
namun , kedua cara itu akhirnya akan mengundang militer .
","sejumlah menteri tiba - tiba menggelar rapat mendadak di kantor menkopolsoskam susilo bambang yudhoyono , ahad ( 20 / 5 ) .
anehnya , presiden abdurrahman wahid dan wapres megawati tak hadir dalam rapat itu .
"
ID-18128-SYSTEM-REFERENCE-PG,"tim gabungan mabes polri dan polda kalsel menyita 11 unit alat berat milik lima orang cukong tanpa sepengetahuan mereka .
penasihat hukum polda kalsel menilai gugatan praperadilan sebagai perbuatan salah alamat karena surat penyitaan .","cukong alat-alat berat penambang batu bara tanpa izin mempraperadilkan polda kalimantan selatan .
kasus ini kelanjutan dari penahanan alat-alat berat oleh kepolisian .
"
ID-18128-REFERENCE-SYSTEM-PG,"cukong alat-alat berat penambang batu bara tanpa izin mempraperadilkan polda kalimantan selatan .
kasus ini kelanjutan dari penahanan alat-alat berat oleh kepolisian .
","tim gabungan mabes polri dan polda kalsel menyita 11 unit alat berat milik lima orang cukong tanpa sepengetahuan mereka .
penasihat hukum polda kalsel menilai gugatan praperadilan sebagai perbuatan salah alamat karena surat penyitaan ."
ID-18128-SYSTEM-REFERENCE-BERT,"tim gabungan mabes polri dan polda kalsel menyita 11 unit alat berat milik lima orang cukong tanpa sepengetahuan mereka .
penasihat hukum polda kalsel menilai gugatan praperadilan itu sebagai perbuatan salah alamat .
","cukong alat-alat berat penambang batu bara tanpa izin mempraperadilkan polda kalimantan selatan .
kasus ini kelanjutan dari penahanan alat-alat berat oleh kepolisian .
"
ID-18128-REFERENCE-SYSTEM-BERT,"cukong alat-alat berat penambang batu bara tanpa izin mempraperadilkan polda kalimantan selatan .
kasus ini kelanjutan dari penahanan alat-alat berat oleh kepolisian .
","tim gabungan mabes polri dan polda kalsel menyita 11 unit alat berat milik lima orang cukong tanpa sepengetahuan mereka .
penasihat hukum polda kalsel menilai gugatan praperadilan itu sebagai perbuatan salah alamat .
"
ID-23253-SYSTEM-REFERENCE-PG,"untuk mengantisipasi melonjaknya harga beras di pasar menjelang ramadhan , dolog au menyiagakan 11 ribu ton beras di gudang dolog sulawesi selatan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak .","dolog sulsel menyiagakan 11 ribu ton beras untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak .
"
ID-23253-REFERENCE-SYSTEM-PG,"dolog sulsel menyiagakan 11 ribu ton beras untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak .
","untuk mengantisipasi melonjaknya harga beras di pasar menjelang ramadhan , dolog au menyiagakan 11 ribu ton beras di gudang dolog sulawesi selatan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak ."
ID-23253-SYSTEM-REFERENCE-BERT,"dolog sulsel menyiagakan 11 ribu ton beras di gudang dolog untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
kenaikan itu akibat ulah spekulan yang menimbun beras sebelum ramadan .
","dolog sulsel menyiagakan 11 ribu ton beras untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak .
"
ID-23253-REFERENCE-SYSTEM-BERT,"dolog sulsel menyiagakan 11 ribu ton beras untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
dolog akan melaksanakan operasi pasar khusus ramadhan jika harga beras tetap melonjak .
","dolog sulsel menyiagakan 11 ribu ton beras di gudang dolog untuk mengantisipasi melonjaknya harga beras menjelang ramadhan .
kenaikan itu akibat ulah spekulan yang menimbun beras sebelum ramadan .
"
ID-22439-SYSTEM-REFERENCE-PG,"pemerintah indonesia akan mengajak beberapa negara sahabat untuk membahas kemungkinan peningkatan arus imigran gelap .
sebanyak 44 imigran yang selamat dari musibah kapal berharap bisa diterima di australia dan memperoleh kewarganegaraan .
mereka menolak dipulangkan ke negara asal .","indonesia akan memprakarsai pertemuan regional untuk menangani masalah imigran gelap .
puluhan pengungsi asal irak takut kembali ke negerinya karena alasan keamanan .
"
ID-22439-REFERENCE-SYSTEM-PG,"indonesia akan memprakarsai pertemuan regional untuk menangani masalah imigran gelap .
puluhan pengungsi asal irak takut kembali ke negerinya karena alasan keamanan .
","pemerintah indonesia akan mengajak beberapa negara sahabat untuk membahas kemungkinan peningkatan arus imigran gelap .
sebanyak 44 imigran yang selamat dari musibah kapal berharap bisa diterima di australia dan memperoleh kewarganegaraan .
mereka menolak dipulangkan ke negara asal ."
ID-22439-SYSTEM-REFERENCE-BERT,"beberapa negara sahabat diajak membahas kemungkinan peningkatan arus imigran gelap akibat perang as dan afghanistan .
malaysia menerapkan peraturan visa on arrival .
","indonesia akan memprakarsai pertemuan regional untuk menangani masalah imigran gelap .
puluhan pengungsi asal irak takut kembali ke negerinya karena alasan keamanan .
"
ID-22439-REFERENCE-SYSTEM-BERT,"indonesia akan memprakarsai pertemuan regional untuk menangani masalah imigran gelap .
puluhan pengungsi asal irak takut kembali ke negerinya karena alasan keamanan .
","beberapa negara sahabat diajak membahas kemungkinan peningkatan arus imigran gelap akibat perang as dan afghanistan .
malaysia menerapkan peraturan visa on arrival .
"
ID-21968-SYSTEM-REFERENCE-PG,"pemerintah sangat menyesalkan serangan amerika serikat ke afghanistan dalam beberapa pekan ini .
pemerintah yang juga mendukung penuh perang terhadap terorisme itu akan mengajukan proposal ke dewan keamanan perserikatan bangsa-bangsa untuk mengambil langkah proaktif .","pemerintah mendesak as dan sekutunya berhenti memerangi terorisme yang dilakukan secara radikal .
cara as menyerang afghanistan justru memicu konflik yang semakin meluas .
"
ID-21968-REFERENCE-SYSTEM-PG,"pemerintah mendesak as dan sekutunya berhenti memerangi terorisme yang dilakukan secara radikal .
cara as menyerang afghanistan justru memicu konflik yang semakin meluas .
","pemerintah sangat menyesalkan serangan amerika serikat ke afghanistan dalam beberapa pekan ini .
pemerintah yang juga mendukung penuh perang terhadap terorisme itu akan mengajukan proposal ke dewan keamanan perserikatan bangsa-bangsa untuk mengambil langkah proaktif ."
ID-21968-SYSTEM-REFERENCE-BERT,"pemerintah menyesalkan serangan as ke afghanistan .
pemerintah akan mengajukan proposal ke dewan keamanan pbb untuk mengambil langkah proaktif .
","pemerintah mendesak as dan sekutunya berhenti memerangi terorisme yang dilakukan secara radikal .
cara as menyerang afghanistan justru memicu konflik yang semakin meluas .
"
ID-21968-REFERENCE-SYSTEM-BERT,"pemerintah mendesak as dan sekutunya berhenti memerangi terorisme yang dilakukan secara radikal .
cara as menyerang afghanistan justru memicu konflik yang semakin meluas .
","pemerintah menyesalkan serangan as ke afghanistan .
pemerintah akan mengajukan proposal ke dewan keamanan pbb untuk mengambil langkah proaktif .
"
ID-22344-SYSTEM-REFERENCE-PG,"warga korban kebakaran di karet tengsin , jakpus , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi yang sesuai atas tanah mereka , termasuk memiliki rumah susun itu .","warga korban kebakaran di karet tengsin , jakarta pusat , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi tanah yang sesuai .
"
ID-22344-REFERENCE-SYSTEM-PG,"warga korban kebakaran di karet tengsin , jakarta pusat , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi tanah yang sesuai .
","warga korban kebakaran di karet tengsin , jakpus , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi yang sesuai atas tanah mereka , termasuk memiliki rumah susun itu ."
ID-22344-SYSTEM-REFERENCE-BERT,"warga korban kebakaran di karet tengsin , jakpus , menyetujui rencana pemerintah membangun rumah susun .
ribuan warga bertahan di beberapa tempat penampungan .
","warga korban kebakaran di karet tengsin , jakarta pusat , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi tanah yang sesuai .
"
ID-22344-REFERENCE-SYSTEM-BERT,"warga korban kebakaran di karet tengsin , jakarta pusat , menyetujui rencana pemerintah untuk membangun rumah susun .
mereka meminta pemerintah memberikan ganti rugi tanah yang sesuai .
","warga korban kebakaran di karet tengsin , jakpus , menyetujui rencana pemerintah membangun rumah susun .
ribuan warga bertahan di beberapa tempat penampungan .
"
ID-22863-SYSTEM-REFERENCE-PG,"pt lemindo jaya abadi , pabrik lem di kawasan pemukiman di jalan radar auri cimanggis , depok , jabar , pagi tadi , dilalap si jago merah .
polisi khawatir pemilik pabrik menjadi sasaran kemarahan warga .","kebakaran menimpa pt lemindo jaya abadi pabrik lem di kawasan cimanggis , depok , jawa barat .
penyebab kebakaran belum diketahui .
"
ID-22863-REFERENCE-SYSTEM-PG,"kebakaran menimpa pt lemindo jaya abadi pabrik lem di kawasan cimanggis , depok , jawa barat .
penyebab kebakaran belum diketahui .
","pt lemindo jaya abadi , pabrik lem di kawasan pemukiman di jalan radar auri cimanggis , depok , jabar , pagi tadi , dilalap si jago merah .
polisi khawatir pemilik pabrik menjadi sasaran kemarahan warga ."
ID-22863-SYSTEM-REFERENCE-BERT,"pabrik lemindo jaya abadi di kawasan pemukiman padat penduduk di jalan radar auri cimanggis , depok , jabar , terbakar .
penyebab kebakaran masih belum diketahui .
","kebakaran menimpa pt lemindo jaya abadi pabrik lem di kawasan cimanggis , depok , jawa barat .
penyebab kebakaran belum diketahui .
"
ID-22863-REFERENCE-SYSTEM-BERT,"kebakaran menimpa pt lemindo jaya abadi pabrik lem di kawasan cimanggis , depok , jawa barat .
penyebab kebakaran belum diketahui .
","pabrik lemindo jaya abadi di kawasan pemukiman padat penduduk di jalan radar auri cimanggis , depok , jabar , terbakar .
penyebab kebakaran masih belum diketahui .
"
ID-13373-SYSTEM-REFERENCE-PG,"sekitar 300 ulama dari berbagai daerah jateng dan yogyakarta menggelar forum silaturahmi ulama se-jateng di pondok pesantren tegalrejo , magelang .
mereka juga mendengarkan ceramah ketua umum pbnu k .
h .
hasyim muzadi .","ratusan ulama menggelar forum silaturahim ulama se-jateng di pondok pesantren tegalrejo magelang .
mereka menolak penurunan presiden wahid di tengah jalan .
"
ID-13373-REFERENCE-SYSTEM-PG,"ratusan ulama menggelar forum silaturahim ulama se-jateng di pondok pesantren tegalrejo magelang .
mereka menolak penurunan presiden wahid di tengah jalan .
","sekitar 300 ulama dari berbagai daerah jateng dan yogyakarta menggelar forum silaturahmi ulama se-jateng di pondok pesantren tegalrejo , magelang .
mereka juga mendengarkan ceramah ketua umum pbnu k .
h .
hasyim muzadi ."
ID-13373-SYSTEM-REFERENCE-BERT,"ratusan ulama dari berbagai daerah jawa tengah dan yogyakarta menggelar forum silaturahmi ulama se - jateng di pondok pesantren tegalrejo , magelang .
mereka meminta gus dur tak diturunkan di tengah jalan .
","ratusan ulama menggelar forum silaturahim ulama se-jateng di pondok pesantren tegalrejo magelang .
mereka menolak penurunan presiden wahid di tengah jalan .
"
ID-13373-REFERENCE-SYSTEM-BERT,"ratusan ulama menggelar forum silaturahim ulama se-jateng di pondok pesantren tegalrejo magelang .
mereka menolak penurunan presiden wahid di tengah jalan .
","ratusan ulama dari berbagai daerah jawa tengah dan yogyakarta menggelar forum silaturahmi ulama se - jateng di pondok pesantren tegalrejo , magelang .
mereka meminta gus dur tak diturunkan di tengah jalan .
"
ID-19052-SYSTEM-REFERENCE-PG,"presiden centre for electoral reform ( cetro ) todung mulya lubis menuding anggota dewan melupakan fungsi utamanya : legislasi .
todung dan andi sependapat sistem pemilu harus diubah sehingga rakyat memilih wakilnya bukan tanda gambar .","memasuki usia ke-56 , dpr dinilai terlalu mengurusi intrik politik dan melupakan fungsi utamanya sebagai lembaga legislatif .
karena itu , dpr harus bisa mempertanggungjawabkan kinerjanya pada rakyat .
"
ID-19052-REFERENCE-SYSTEM-PG,"memasuki usia ke-56 , dpr dinilai terlalu mengurusi intrik politik dan melupakan fungsi utamanya sebagai lembaga legislatif .
karena itu , dpr harus bisa mempertanggungjawabkan kinerjanya pada rakyat .
","presiden centre for electoral reform ( cetro ) todung mulya lubis menuding anggota dewan melupakan fungsi utamanya : legislasi .
todung dan andi sependapat sistem pemilu harus diubah sehingga rakyat memilih wakilnya bukan tanda gambar ."
ID-19052-SYSTEM-REFERENCE-BERT,"menurut presiden cetro todung mulya lubis , anggota dpr lebih banyak melakukan intrik politik yang tidak bisa dinikmati publik di daerah .
padahal , para wakil rakyat juga berfungsi sebagai pengawas dan pembuat anggaran .
","memasuki usia ke-56 , dpr dinilai terlalu mengurusi intrik politik dan melupakan fungsi utamanya sebagai lembaga legislatif .
karena itu , dpr harus bisa mempertanggungjawabkan kinerjanya pada rakyat .
"
ID-19052-REFERENCE-SYSTEM-BERT,"memasuki usia ke-56 , dpr dinilai terlalu mengurusi intrik politik dan melupakan fungsi utamanya sebagai lembaga legislatif .
karena itu , dpr harus bisa mempertanggungjawabkan kinerjanya pada rakyat .
","menurut presiden cetro todung mulya lubis , anggota dpr lebih banyak melakukan intrik politik yang tidak bisa dinikmati publik di daerah .
padahal , para wakil rakyat juga berfungsi sebagai pengawas dan pembuat anggaran .
"
ID-22548-SYSTEM-REFERENCE-PG,"kontrak hak untuk pt semen gresik sebesar 51 persen pt semen gresik yang dimiliki pemerintah dengan pt cemex indonesia berakhir .
belum ada kejelasan sikap pemerintah atas kontrak tersebut .
sedangkan cemex indonesia mengharapkan pemerintah segera menjual sahamnya .","penjualan saham pt semen gresik kepada pt cemex indonesia dapat memenuhi target privatisasi bumn .
namun , rencana privatisasi itu masih menimbulkan kontroversi .
"
ID-22548-REFERENCE-SYSTEM-PG,"penjualan saham pt semen gresik kepada pt cemex indonesia dapat memenuhi target privatisasi bumn .
namun , rencana privatisasi itu masih menimbulkan kontroversi .
","kontrak hak untuk pt semen gresik sebesar 51 persen pt semen gresik yang dimiliki pemerintah dengan pt cemex indonesia berakhir .
belum ada kejelasan sikap pemerintah atas kontrak tersebut .
sedangkan cemex indonesia mengharapkan pemerintah segera menjual sahamnya ."
ID-22548-SYSTEM-REFERENCE-BERT,"seharusnya pemerintah segera menentukan pilihan untuk menjual atau tidak saham pt cemex indonesia .
sebab , kontrak hak untuk menjual saham akan berakhir .
","penjualan saham pt semen gresik kepada pt cemex indonesia dapat memenuhi target privatisasi bumn .
namun , rencana privatisasi itu masih menimbulkan kontroversi .
"
ID-22548-REFERENCE-SYSTEM-BERT,"penjualan saham pt semen gresik kepada pt cemex indonesia dapat memenuhi target privatisasi bumn .
namun , rencana privatisasi itu masih menimbulkan kontroversi .
","seharusnya pemerintah segera menentukan pilihan untuk menjual atau tidak saham pt cemex indonesia .
sebab , kontrak hak untuk menjual saham akan berakhir .
"
ID-26321-SYSTEM-REFERENCE-PG,"polisi menangkap seorang mantan anggota tni karena kedapatan menodong penumpang di sebuah angkutan kota di bandung , jawa barat .
wa dan as yang dipecat dari kesatuannya masih mendekam di mapolres bandung , jabar .","mantan anggota tni berinisial wa ditangkap polres bandung karena menodong di dalam sebuah angkutan kota .
dia dipecat lantaran memiliki istri dua orang .
"
ID-26321-REFERENCE-SYSTEM-PG,"mantan anggota tni berinisial wa ditangkap polres bandung karena menodong di dalam sebuah angkutan kota .
dia dipecat lantaran memiliki istri dua orang .
","polisi menangkap seorang mantan anggota tni karena kedapatan menodong penumpang di sebuah angkutan kota di bandung , jawa barat .
wa dan as yang dipecat dari kesatuannya masih mendekam di mapolres bandung , jabar ."
ID-26321-SYSTEM-REFERENCE-BERT,"seorang mantan anggota tni yang menodong penumpang di sebuah angkutan kota di bandung , jabar , ditangkap .
dia mengaku menodong sopir angkot dengan sebilah sangkur .
","mantan anggota tni berinisial wa ditangkap polres bandung karena menodong di dalam sebuah angkutan kota .
dia dipecat lantaran memiliki istri dua orang .
"
ID-26321-REFERENCE-SYSTEM-BERT,"mantan anggota tni berinisial wa ditangkap polres bandung karena menodong di dalam sebuah angkutan kota .
dia dipecat lantaran memiliki istri dua orang .
","seorang mantan anggota tni yang menodong penumpang di sebuah angkutan kota di bandung , jabar , ditangkap .
dia mengaku menodong sopir angkot dengan sebilah sangkur .
"
ID-22783-SYSTEM-REFERENCE-PG,"ketua dpr akbar tanjung mengaku telah menerima surat dari presiden megawati tentang penunjukan kepala bin sebagai calon kepala polri .
masalah itu baru akan dibahas badan musyawarah dpr setelah reses , 20 november mendatang .","dpr baru akan membahas masalah pencalonan komjen pol .
da i bachtiar sebagai kapolri setelah masa reses .
penilaian legislatif terhadap kinerja mantan kapolda jatim itu cukup positif .
"
ID-22783-REFERENCE-SYSTEM-PG,"dpr baru akan membahas masalah pencalonan komjen pol .
da i bachtiar sebagai kapolri setelah masa reses .
penilaian legislatif terhadap kinerja mantan kapolda jatim itu cukup positif .
","ketua dpr akbar tanjung mengaku telah menerima surat dari presiden megawati tentang penunjukan kepala bin sebagai calon kepala polri .
masalah itu baru akan dibahas badan musyawarah dpr setelah reses , 20 november mendatang ."
ID-22783-SYSTEM-REFERENCE-BERT,"ketua dpr akbar tanjung mengaku telah menerima surat dari presiden megawati tentang penunjukan kapolri jenderal polisi da i bachtiar sebagai calon kapolri .
dpr tak mempermasalahkan nama calon kapolri yang diajukan presiden .
","dpr baru akan membahas masalah pencalonan komjen pol .
da i bachtiar sebagai kapolri setelah masa reses .
penilaian legislatif terhadap kinerja mantan kapolda jatim itu cukup positif .
"
